Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
4080.ukbb.sumstats.gz,M21127.metal.pos.txt.gz.tab.sumstats.gz,0.066,0.052,1.266,0.206,0.352,0.071,1.005,0.007,-0.009,0.006
4080.ukbb.sumstats.gz,M21184.metal.pos.txt.gz.tab.sumstats.gz,0.105,0.561,0.186,0.852,0.021,0.077,1.008,0.007,0.001,0.007
4080.ukbb.sumstats.gz,M21188.metal.pos.txt.gz.tab.sumstats.gz,0.091,0.072,1.252,0.211,0.186,0.075,1.022,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,M21630.metal.pos.txt.gz.tab.sumstats.gz,0.051,0.062,0.819,0.413,0.271,0.081,1.019,0.007,-0.008,0.007
4080.ukbb.sumstats.gz,M21.ukbb.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M22030.metal.pos.txt.gz.tab.sumstats.gz,0.088,0.066,1.33,0.183,0.354,0.08,1.014,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,M22032.metal.pos.txt.gz.tab.sumstats.gz,-0.037,0.132,-0.278,0.781,0.066,0.075,1.003,0.006,-0.001,0.006
4080.ukbb.sumstats.gz,M22116.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.1,0.06,1.016,0.007,0.01,0.006
4080.ukbb.sumstats.gz,M22130.metal.pos.txt.gz.tab.sumstats.gz,0.103,0.155,0.663,0.507,0.072,0.085,1.02,0.006,0.005,0.006
4080.ukbb.sumstats.gz,M22138.metal.pos.txt.gz.tab.sumstats.gz,0.099,0.091,1.095,0.273,0.192,0.109,0.997,0.006,-0.005,0.006
4080.ukbb.sumstats.gz,M22175.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.099,0.107,1.009,0.007,0,0.006
4080.ukbb.sumstats.gz,M22177.metal.pos.txt.gz.tab.sumstats.gz,0.071,0.04,1.784,0.074,0.715,0.078,1.037,0.007,-0.011,0.006
4080.ukbb.sumstats.gz,M22189.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.031,0.077,0.951,0.007,0.004,0.006
4080.ukbb.sumstats.gz,M22481.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.265,0.057,1.026,0.006,-0.009,0.006
4080.ukbb.sumstats.gz,M22548.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.151,0.054,1.029,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,M22649.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.178,0.066,0.99,0.007,0.001,0.006
4080.ukbb.sumstats.gz,M22842.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.053,0.075,1.01,0.006,-0.001,0.006
4080.ukbb.sumstats.gz,M23.ukbb.sumstats.gz,0.042,0.051,0.821,0.412,0.008,0.002,1.005,0.007,-0.014,0.006
4080.ukbb.sumstats.gz,M24074.metal.pos.txt.gz.tab.sumstats.gz,0.083,0.07,1.194,0.233,0.186,0.06,1.02,0.006,0.001,0.006
4080.ukbb.sumstats.gz,M24.ukbb.sumstats.gz,0.065,0.085,0.761,0.447,0.004,0.001,0.988,0.006,-0.003,0.006
4080.ukbb.sumstats.gz,M25459.metal.pos.txt.gz.tab.sumstats.gz,-0.015,0.063,-0.239,0.811,0.264,0.067,1.025,0.008,-0.003,0.006
4080.ukbb.sumstats.gz,M25599.metal.pos.txt.gz.tab.sumstats.gz,0.066,0.084,0.787,0.431,0.207,0.075,1.013,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M25.ukbb.sumstats.gz,0.181,0.14,1.288,0.198,0.001,0.001,1.014,0.007,0.005,0.007
4080.ukbb.sumstats.gz,M27256.metal.pos.txt.gz.tab.sumstats.gz,0.078,0.061,1.283,0.2,0.299,0.068,1.038,0.007,-0.014,0.007
4080.ukbb.sumstats.gz,M27273.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.158,0.062,0.994,0.007,0.004,0.006
4080.ukbb.sumstats.gz,M27278.metal.pos.txt.gz.tab.sumstats.gz,-0.038,0.1,-0.387,0.699,0.085,0.067,1.009,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,M27447.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.083,0.175,1.004,0.007,0.015,0.006
4080.ukbb.sumstats.gz,M27513.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.012,0.065,1.022,0.007,0.005,0.007
4080.ukbb.sumstats.gz,M27531.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.045,0.078,1.011,0.007,0.011,0.007
4080.ukbb.sumstats.gz,M27672.metal.pos.txt.gz.tab.sumstats.gz,0.053,0.067,0.786,0.432,0.178,0.057,0.944,0.006,-0.004,0.006
4080.ukbb.sumstats.gz,M27710.metal.pos.txt.gz.tab.sumstats.gz,0.103,0.106,0.969,0.332,0.117,0.077,1.013,0.006,-0.008,0.006
4080.ukbb.sumstats.gz,M27716.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M27718.metal.pos.txt.gz.tab.sumstats.gz,-0.084,0.082,-1.03,0.303,0.163,0.06,0.874,0.006,-0.002,0.006
4080.ukbb.sumstats.gz,M27722.metal.pos.txt.gz.tab.sumstats.gz,-0.103,0.117,-0.885,0.376,0.073,0.056,0.926,0.006,-0.001,0.006
4080.ukbb.sumstats.gz,M27738.metal.pos.txt.gz.tab.sumstats.gz,0.035,0.084,0.418,0.676,0.186,0.062,0.936,0.006,-0.005,0.007
4080.ukbb.sumstats.gz,M30805.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.02,0.078,0.998,0.007,-0.002,0.007
4080.ukbb.sumstats.gz,M31453.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.051,0.064,1.008,0.007,0,0.005
4080.ukbb.sumstats.gz,M31522.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.473,0.247,1.005,0.007,0.013,0.007
4080.ukbb.sumstats.gz,M31536.metal.pos.txt.gz.tab.sumstats.gz,0.226,0.207,1.093,0.274,0.634,0.811,0.996,0.006,-0.007,0.006
4080.ukbb.sumstats.gz,M31548.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.101,0.078,1.008,0.006,0.005,0.007
4080.ukbb.sumstats.gz,M31555.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.01,0.064,0.996,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M31591.metal.pos.txt.gz.tab.sumstats.gz,0.079,0.085,0.937,0.349,0.21,0.154,1,0.01,-0.003,0.006
4080.ukbb.sumstats.gz,M31787.metal.pos.txt.gz.tab.sumstats.gz,-0.048,0.148,-0.325,0.745,0.05,0.071,1.008,0.008,0.005,0.006
4080.ukbb.sumstats.gz,M32197.metal.pos.txt.gz.tab.sumstats.gz,0.143,0.07,2.044,0.041,0.238,0.066,1.024,0.007,-0.008,0.006
4080.ukbb.sumstats.gz,M32198.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.229,0.085,1.019,0.008,-0.003,0.006
4080.ukbb.sumstats.gz,M32315.metal.pos.txt.gz.tab.sumstats.gz,-0.208,0.152,-1.375,0.169,0.068,0.064,1.007,0.007,0.006,0.006
4080.ukbb.sumstats.gz,M32319.metal.pos.txt.gz.tab.sumstats.gz,-0.211,0.599,-0.353,0.724,0.014,0.05,0.917,0.006,-0.001,0.006
4080.ukbb.sumstats.gz,M32322.metal.pos.txt.gz.tab.sumstats.gz,0.099,0.079,1.251,0.211,0.15,0.058,0.934,0.006,-0.004,0.005
4080.ukbb.sumstats.gz,M32328.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M32338.metal.pos.txt.gz.tab.sumstats.gz,0.007,0.061,0.11,0.912,0.361,0.11,1.017,0.006,-0.012,0.007
4080.ukbb.sumstats.gz,M32339.metal.pos.txt.gz.tab.sumstats.gz,0.017,0.05,0.35,0.726,0.543,0.073,1.01,0.007,0.003,0.007
4080.ukbb.sumstats.gz,M32346.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.022,0.067,1.01,0.006,-0.005,0.006
4080.ukbb.sumstats.gz,M32348.metal.pos.txt.gz.tab.sumstats.gz,-0.01,0.051,-0.204,0.838,0.406,0.069,1.017,0.008,-0.001,0.007
4080.ukbb.sumstats.gz,M32379.metal.pos.txt.gz.tab.sumstats.gz,0.554,1.95,0.284,0.776,0.017,0.069,1.009,0.007,-0.019,0.006
4080.ukbb.sumstats.gz,M32388.metal.pos.txt.gz.tab.sumstats.gz,0.033,0.116,0.285,0.775,0.076,0.065,0.935,0.006,0.006,0.006
4080.ukbb.sumstats.gz,M32393.metal.pos.txt.gz.tab.sumstats.gz,-0.003,0.134,-0.025,0.98,0.049,0.059,1.025,0.007,0.003,0.006
4080.ukbb.sumstats.gz,M32405.metal.pos.txt.gz.tab.sumstats.gz,0.018,0.09,0.2,0.841,0.137,0.066,0.908,0.006,-0.003,0.006
4080.ukbb.sumstats.gz,M32412.metal.pos.txt.gz.tab.sumstats.gz,0.022,0.092,0.236,0.814,0.622,0.512,0.993,0.02,-0.001,0.006
4080.ukbb.sumstats.gz,M32418.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.017,0.062,1.015,0.007,0,0.006
4080.ukbb.sumstats.gz,M32425.metal.pos.txt.gz.tab.sumstats.gz,0.237,0.209,1.133,0.257,0.059,0.066,1.023,0.007,-0.009,0.007
4080.ukbb.sumstats.gz,M32452.metal.pos.txt.gz.tab.sumstats.gz,0.059,0.068,0.867,0.386,0.218,0.094,1.016,0.009,0,0.006
4080.ukbb.sumstats.gz,M32489.metal.pos.txt.gz.tab.sumstats.gz,-0.013,0.044,-0.291,0.771,0.474,0.072,1.035,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,M32492.metal.pos.txt.gz.tab.sumstats.gz,-0.001,0.045,-0.016,0.987,0.505,0.073,1.025,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,M32497.metal.pos.txt.gz.tab.sumstats.gz,0.062,0.057,1.082,0.279,0.3,0.103,1.002,0.008,-0.001,0.006
4080.ukbb.sumstats.gz,M32504.metal.pos.txt.gz.tab.sumstats.gz,0.138,0.093,1.492,0.136,0.117,0.063,0.95,0.006,-0.002,0.006
4080.ukbb.sumstats.gz,M32518.metal.pos.txt.gz.tab.sumstats.gz,-0.055,0.067,-0.813,0.416,0.325,0.072,1.033,0.007,-0.006,0.007
4080.ukbb.sumstats.gz,M32549.metal.pos.txt.gz.tab.sumstats.gz,-0.05,0.091,-0.543,0.587,0.152,0.084,0.997,0.008,0,0.006
4080.ukbb.sumstats.gz,M32553.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.049,0.06,1.011,0.006,-0.005,0.006
4080.ukbb.sumstats.gz,M32557.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M32560.metal.pos.txt.gz.tab.sumstats.gz,0.199,0.156,1.277,0.201,0.235,0.229,0.996,0.007,-0.009,0.006
4080.ukbb.sumstats.gz,M32564.metal.pos.txt.gz.tab.sumstats.gz,-0.164,0.159,-1.03,0.303,0.058,0.064,1,0.007,0.007,0.005
4080.ukbb.sumstats.gz,M32578.metal.pos.txt.gz.tab.sumstats.gz,0.244,0.223,1.097,0.273,0.045,0.061,1.019,0.006,-0.004,0.006
4080.ukbb.sumstats.gz,M32586.metal.pos.txt.gz.tab.sumstats.gz,0,0.066,0.007,0.995,0.311,0.256,0.956,0.016,0.006,0.006
4080.ukbb.sumstats.gz,M32587.metal.pos.txt.gz.tab.sumstats.gz,0.018,0.07,0.257,0.797,0.192,0.067,0.902,0.006,-0.004,0.006
4080.ukbb.sumstats.gz,M32593.metal.pos.txt.gz.tab.sumstats.gz,-0.127,0.127,-1.003,0.316,0.082,0.072,1.003,0.006,0.004,0.006
4080.ukbb.sumstats.gz,M32616.metal.pos.txt.gz.tab.sumstats.gz,0.027,0.129,0.207,0.836,0.071,0.063,0.986,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M32632.metal.pos.txt.gz.tab.sumstats.gz,0.053,0.1,0.531,0.596,0.187,0.082,1.018,0.008,-0.007,0.008
4080.ukbb.sumstats.gz,M32634.metal.pos.txt.gz.tab.sumstats.gz,-0.052,0.054,-0.958,0.338,0.526,0.074,1.032,0.007,0.002,0.008
4080.ukbb.sumstats.gz,M32635.metal.pos.txt.gz.tab.sumstats.gz,-0.058,0.113,-0.511,0.609,0.08,0.064,0.927,0.007,-0.012,0.006
4080.ukbb.sumstats.gz,M32644.metal.pos.txt.gz.tab.sumstats.gz,-0.066,0.043,-1.509,0.131,0.541,0.074,1.034,0.007,5.67E-05,0.007
4080.ukbb.sumstats.gz,M32651.metal.pos.txt.gz.tab.sumstats.gz,-0.019,0.086,-0.223,0.824,0.333,0.097,1.031,0.006,-0.002,0.007
4080.ukbb.sumstats.gz,M32654.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M32672.metal.pos.txt.gz.tab.sumstats.gz,0.108,0.077,1.406,0.16,0.195,0.061,0.945,0.007,-0.006,0.007
4080.ukbb.sumstats.gz,M32675.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.333,0.062,1.034,0.006,-0.004,0.006
4080.ukbb.sumstats.gz,M32691.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.124,0.168,1.014,0.006,-0.002,0.006
4080.ukbb.sumstats.gz,M32698.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.057,0.066,1.005,0.007,-0.003,0.007
4080.ukbb.sumstats.gz,M32709.metal.pos.txt.gz.tab.sumstats.gz,0.123,0.055,2.265,0.024,0.339,0.069,1.016,0.008,-0.008,0.006
4080.ukbb.sumstats.gz,M32729.metal.pos.txt.gz.tab.sumstats.gz,-0.066,0.055,-1.208,0.227,0.53,0.085,1.04,0.007,-0.002,0.007
4080.ukbb.sumstats.gz,M32735.metal.pos.txt.gz.tab.sumstats.gz,0.004,0.082,0.049,0.961,0.133,0.071,0.998,0.007,-0.002,0.005
4080.ukbb.sumstats.gz,M32739.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.123,0.069,0.956,0.006,-0.001,0.006
4080.ukbb.sumstats.gz,M32740.metal.pos.txt.gz.tab.sumstats.gz,-0.058,0.043,-1.37,0.171,0.667,0.076,1.033,0.008,0.007,0.007
4080.ukbb.sumstats.gz,M32753.metal.pos.txt.gz.tab.sumstats.gz,0.072,0.11,0.651,0.515,0.091,0.058,0.968,0.006,0.004,0.006
4080.ukbb.sumstats.gz,M32754.metal.pos.txt.gz.tab.sumstats.gz,0.145,0.183,0.789,0.43,0.044,0.069,0.98,0.007,-0.005,0.006
4080.ukbb.sumstats.gz,M32755.metal.pos.txt.gz.tab.sumstats.gz,0.043,0.112,0.381,0.703,0.083,0.067,1.017,0.007,0.002,0.006
4080.ukbb.sumstats.gz,M32757.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.012,0.081,1.042,0.017,0.003,0.006
4080.ukbb.sumstats.gz,M32758.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M32759.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M32761.metal.pos.txt.gz.tab.sumstats.gz,0.099,0.083,1.2,0.23,0.169,0.091,0.943,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M32762.metal.pos.txt.gz.tab.sumstats.gz,-0.256,0.76,-0.337,0.736,0.05,0.178,1,0.006,0.011,0.006
4080.ukbb.sumstats.gz,M32769.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M32786.metal.pos.txt.gz.tab.sumstats.gz,-0.009,0.112,-0.08,0.937,0.092,0.087,0.997,0.008,0,0.006
4080.ukbb.sumstats.gz,M32787.metal.pos.txt.gz.tab.sumstats.gz,0.028,0.075,0.371,0.71,0.155,0.078,0.934,0.006,0,0.006
4080.ukbb.sumstats.gz,M32795.metal.pos.txt.gz.tab.sumstats.gz,0.378,0.574,0.658,0.511,0.034,0.072,1.014,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,M32800.metal.pos.txt.gz.tab.sumstats.gz,0.146,0.138,1.061,0.289,0.12,0.106,1.003,0.007,-0.003,0.006
4080.ukbb.sumstats.gz,M32802.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.064,0.1,0.998,0.006,0,0.006
4080.ukbb.sumstats.gz,M32808.metal.pos.txt.gz.tab.sumstats.gz,-0.026,0.162,-0.157,0.875,0.082,0.11,0.962,0.008,-0.001,0.006
4080.ukbb.sumstats.gz,M32814.metal.pos.txt.gz.tab.sumstats.gz,-0.101,0.088,-1.149,0.25,0.151,0.057,1.001,0.006,0.004,0.007
4080.ukbb.sumstats.gz,M32836.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.026,0.065,0.98,0.007,-0.005,0.006
4080.ukbb.sumstats.gz,M32838.metal.pos.txt.gz.tab.sumstats.gz,0.119,0.091,1.308,0.191,0.121,0.066,0.928,0.006,-0.006,0.005
4080.ukbb.sumstats.gz,M32846.metal.pos.txt.gz.tab.sumstats.gz,0.007,0.052,0.128,0.898,0.735,0.635,0.958,0.033,0.006,0.006
4080.ukbb.sumstats.gz,M32847.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M32854.metal.pos.txt.gz.tab.sumstats.gz,-0.283,4.52,-0.063,0.95,0.041,0.174,0.997,0.007,0.005,0.006
4080.ukbb.sumstats.gz,M32855.metal.pos.txt.gz.tab.sumstats.gz,0.083,0.102,0.814,0.416,0.459,0.33,0.978,0.022,-0.008,0.006
4080.ukbb.sumstats.gz,M32857.metal.pos.txt.gz.tab.sumstats.gz,-0.037,0.193,-0.19,0.849,0.11,0.183,0.996,0.007,0.001,0.007
4080.ukbb.sumstats.gz,M32863.metal.pos.txt.gz.tab.sumstats.gz,0.063,0.101,0.622,0.534,0.342,0.217,0.997,0.007,0.007,0.006
4080.ukbb.sumstats.gz,M32867.metal.pos.txt.gz.tab.sumstats.gz,-0.058,0.073,-0.796,0.426,0.328,0.073,1.016,0.008,0.011,0.007
4080.ukbb.sumstats.gz,M32869.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M32910.metal.pos.txt.gz.tab.sumstats.gz,0.053,0.051,1.028,0.304,0.496,0.082,1.051,0.01,-0.005,0.007
4080.ukbb.sumstats.gz,M32980.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.072,0.055,0.942,0.006,-0.001,0.005
4080.ukbb.sumstats.gz,M33009.metal.pos.txt.gz.tab.sumstats.gz,0.079,0.131,0.603,0.546,0.252,0.299,0.99,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M33084.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.041,0.076,1.01,0.007,0.004,0.007
4080.ukbb.sumstats.gz,M33131.metal.pos.txt.gz.tab.sumstats.gz,0,0.095,0.001,0.999,0.499,0.187,0.979,0.007,-0.003,0.007
4080.ukbb.sumstats.gz,M33132.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M33137.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.007,0.192,0.994,0.007,-0.005,0.006
4080.ukbb.sumstats.gz,M33138.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M33140.metal.pos.txt.gz.tab.sumstats.gz,-0.037,0.094,-0.394,0.693,0.08,0.062,0.938,0.006,0.001,0.006
4080.ukbb.sumstats.gz,M33144.metal.pos.txt.gz.tab.sumstats.gz,0.008,0.127,0.06,0.952,0.108,0.095,1.006,0.007,-0.003,0.006
4080.ukbb.sumstats.gz,M33150.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.252,0.149,1.012,0.006,0.003,0.006
4080.ukbb.sumstats.gz,M33163.metal.pos.txt.gz.tab.sumstats.gz,-0.117,0.186,-0.627,0.53,0.051,0.067,1.01,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M33165.metal.pos.txt.gz.tab.sumstats.gz,-0.089,0.095,-0.935,0.35,0.171,0.062,0.972,0.007,0.001,0.007
4080.ukbb.sumstats.gz,M33188.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.191,0.106,0.979,0.006,0.003,0.006
4080.ukbb.sumstats.gz,M33190.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.114,0.161,1.001,0.007,-0.006,0.006
4080.ukbb.sumstats.gz,M33192.metal.pos.txt.gz.tab.sumstats.gz,-0.093,0.145,-0.639,0.523,0.063,0.074,1.018,0.006,-0.001,0.006
4080.ukbb.sumstats.gz,M33194.metal.pos.txt.gz.tab.sumstats.gz,0.111,0.183,0.605,0.545,0.054,0.079,1.011,0.006,-0.007,0.006
4080.ukbb.sumstats.gz,M33195.metal.pos.txt.gz.tab.sumstats.gz,-0.178,0.588,-0.303,0.762,0.032,0.101,0.993,0.007,0.003,0.007
4080.ukbb.sumstats.gz,M33197.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.047,0.153,1.004,0.007,0.007,0.007
4080.ukbb.sumstats.gz,M33203.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.168,0.129,1.022,0.006,0,0.006
4080.ukbb.sumstats.gz,M33204.metal.pos.txt.gz.tab.sumstats.gz,-0.015,0.078,-0.196,0.845,0.356,0.165,0.994,0.007,0.001,0.006
4080.ukbb.sumstats.gz,M33221.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.198,0.093,0.993,0.007,0.001,0.006
4080.ukbb.sumstats.gz,M33228.metal.pos.txt.gz.tab.sumstats.gz,0.007,0.066,0.113,0.91,0.302,0.089,1.024,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,M33230.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M33250.metal.pos.txt.gz.tab.sumstats.gz,0.047,0.199,0.235,0.814,0.189,0.203,1.003,0.009,-0.001,0.006
4080.ukbb.sumstats.gz,M33353.metal.pos.txt.gz.tab.sumstats.gz,-0.034,0.199,-0.173,0.863,0.352,0.39,1.001,0.007,0.001,0.007
4080.ukbb.sumstats.gz,M33359.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.06,0.221,0.968,0.006,-0.005,0.005
4080.ukbb.sumstats.gz,M33363.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.097,0.209,1.007,0.007,-0.005,0.007
4080.ukbb.sumstats.gz,M33364.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.063,0.118,1.013,0.007,0.004,0.007
4080.ukbb.sumstats.gz,M33380.metal.pos.txt.gz.tab.sumstats.gz,-0.086,0.115,-0.745,0.456,0.092,0.071,1.056,0.007,-0.001,0.007
4080.ukbb.sumstats.gz,M33389.metal.pos.txt.gz.tab.sumstats.gz,-0.031,0.054,-0.573,0.566,0.575,0.079,1.031,0.008,-6.03E-05,0.008
4080.ukbb.sumstats.gz,M33390.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.043,0.081,1.007,0.006,-0.013,0.006
4080.ukbb.sumstats.gz,M33391.metal.pos.txt.gz.tab.sumstats.gz,0.048,0.081,0.592,0.554,1.905,0.83,0.962,0.007,0.002,0.006
4080.ukbb.sumstats.gz,M33408.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.029,0.113,1.017,0.006,0.001,0.007
4080.ukbb.sumstats.gz,M33415.metal.pos.txt.gz.tab.sumstats.gz,0.057,0.043,1.332,0.183,0.685,0.35,0.965,0.02,0.002,0.006
4080.ukbb.sumstats.gz,M33420.metal.pos.txt.gz.tab.sumstats.gz,-0.161,0.279,-0.579,0.563,0.034,0.075,1.008,0.007,-0.006,0.007
4080.ukbb.sumstats.gz,M33422.metal.pos.txt.gz.tab.sumstats.gz,0.071,0.075,0.956,0.339,0.17,0.067,1.041,0.007,0,0.007
4080.ukbb.sumstats.gz,M33441.metal.pos.txt.gz.tab.sumstats.gz,0.007,0.054,0.139,0.89,0.314,0.081,0.93,0.009,0.003,0.006
4080.ukbb.sumstats.gz,M33442.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.083,0.067,1.031,0.007,-0.012,0.006
4080.ukbb.sumstats.gz,M33443.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M33447.metal.pos.txt.gz.tab.sumstats.gz,0.101,0.082,1.23,0.219,0.153,0.057,0.972,0.006,-0.001,0.006
4080.ukbb.sumstats.gz,M33453.metal.pos.txt.gz.tab.sumstats.gz,0.23,0.154,1.49,0.136,0.089,0.078,1.016,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,M33477.metal.pos.txt.gz.tab.sumstats.gz,0.077,0.05,1.541,0.123,0.512,0.08,1.047,0.008,-0.008,0.006
4080.ukbb.sumstats.gz,M33488.metal.pos.txt.gz.tab.sumstats.gz,0.022,0.074,0.296,0.767,0.252,0.097,0.995,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M33507.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.002,0.084,1.027,0.015,-0.009,0.006
4080.ukbb.sumstats.gz,M33508.metal.pos.txt.gz.tab.sumstats.gz,0.049,0.065,0.755,0.45,0.687,0.562,0.973,0.016,-0.002,0.007
4080.ukbb.sumstats.gz,M33509.metal.pos.txt.gz.tab.sumstats.gz,-0.02,0.081,-0.246,0.806,0.181,0.066,0.935,0.006,0.005,0.006
4080.ukbb.sumstats.gz,M33510.metal.pos.txt.gz.tab.sumstats.gz,-0.001,0.052,-0.02,0.984,0.448,0.071,0.998,0.007,0.006,0.006
4080.ukbb.sumstats.gz,M33515.metal.pos.txt.gz.tab.sumstats.gz,0.104,0.059,1.743,0.081,0.357,0.066,1.038,0.007,-0.008,0.006
4080.ukbb.sumstats.gz,M33531.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.244,0.148,0.999,0.007,0.008,0.006
4080.ukbb.sumstats.gz,M33587.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.006,0.057,1.003,0.006,-0.006,0.006
4080.ukbb.sumstats.gz,M33609.metal.pos.txt.gz.tab.sumstats.gz,0.066,0.094,0.7,0.484,1.486,0.508,0.98,0.006,-0.004,0.007
