Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
cad.add.160614.website.txt.tab.sumstats.gz,M01644.metal.pos.txt.gz.tab.sumstats.gz,-0.048,0.065,-0.737,0.461,0.393,0.067,1.018,0.007,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01645.metal.pos.txt.gz.tab.sumstats.gz,0.005,0.057,0.096,0.924,0.543,0.071,1.036,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01649.metal.pos.txt.gz.tab.sumstats.gz,0.155,0.052,2.967,0.003,0.509,0.054,0.777,0.006,-0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M01670.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.084,0.052,1.013,0.006,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01712.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M01769.metal.pos.txt.gz.tab.sumstats.gz,-0.042,0.086,-0.486,0.627,0.195,0.067,1.037,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01898.metal.pos.txt.gz.tab.sumstats.gz,0.105,0.066,1.586,0.113,0.386,0.087,1.036,0.012,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M02132.metal.pos.txt.gz.tab.sumstats.gz,-0.049,0.055,-0.894,0.372,0.497,0.083,1.034,0.007,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M02137.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M02342.metal.pos.txt.gz.tab.sumstats.gz,-0.065,0.132,-0.489,0.625,0.119,0.074,1.012,0.006,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M02730.metal.pos.txt.gz.tab.sumstats.gz,-0.06,0.319,-0.188,0.851,0.022,0.064,0.999,0.006,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M02734.metal.pos.txt.gz.tab.sumstats.gz,0.155,0.053,2.915,0.004,0.536,0.078,1.031,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M03127.metal.pos.txt.gz.tab.sumstats.gz,-0.059,0.09,-0.66,0.509,0.204,0.072,1.022,0.006,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M03141.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.176,0.066,1.003,0.007,0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M03147.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.166,0.063,0.961,0.006,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M10.ukbb.sumstats.gz,0.294,0.163,1.797,0.072,0.002,0.002,0.999,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M11438.metal.pos.txt.gz.tab.sumstats.gz,0.04,0.056,0.712,0.477,0.349,0.048,0.731,0.005,-0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M12017.metal.pos.txt.gz.tab.sumstats.gz,-0.089,0.107,-0.839,0.401,0.153,0.073,1.015,0.006,0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M12035.metal.pos.txt.gz.tab.sumstats.gz,-0.041,0.061,-0.679,0.497,0.436,0.068,1.007,0.007,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M12067.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.206,0.065,1.024,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M12129.metal.pos.txt.gz.tab.sumstats.gz,0.097,0.094,1.027,0.304,0.164,0.071,1.032,0.007,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M12261.metal.pos.txt.gz.tab.sumstats.gz,0.298,0.143,2.077,0.038,0.504,0.302,0.996,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M12593.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.017,0.057,1.038,0.006,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M12626.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.018,0.064,1.004,0.006,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M12768.metal.pos.txt.gz.tab.sumstats.gz,0.02,0.085,0.232,0.816,0.218,0.068,1.019,0.007,-0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M12774.metal.pos.txt.gz.tab.sumstats.gz,0.131,0.108,1.212,0.226,0.122,0.071,0.998,0.007,-0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M15122.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.131,0.06,1.017,0.007,-1.15E-06,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M15140.metal.pos.txt.gz.tab.sumstats.gz,0.092,0.058,1.593,0.111,0.501,0.074,1.035,0.007,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M15335.metal.pos.txt.gz.tab.sumstats.gz,-0.081,0.156,-0.515,0.606,0.083,0.07,0.994,0.006,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M15365.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.16,0.058,1.002,0.007,-0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M15488.metal.pos.txt.gz.tab.sumstats.gz,0.171,0.109,1.566,0.117,0.153,0.067,1.027,0.007,-0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M15500.metal.pos.txt.gz.tab.sumstats.gz,0.049,0.039,1.265,0.206,1.117,0.09,1.052,0.009,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M15506.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M15630.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M15650.metal.pos.txt.gz.tab.sumstats.gz,0.049,0.049,1.017,0.309,0.474,0.056,0.765,0.005,0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M15676.metal.pos.txt.gz.tab.sumstats.gz,0.168,0.078,2.157,0.031,0.297,0.063,1.017,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M15677.metal.pos.txt.gz.tab.sumstats.gz,-0.33,0.467,-0.708,0.479,0.047,0.085,1.007,0.007,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M15749.metal.pos.txt.gz.tab.sumstats.gz,-0.384,0.671,-0.573,0.567,0.027,0.075,1.017,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M15958.metal.pos.txt.gz.tab.sumstats.gz,-0.129,0.186,-0.693,0.488,0.079,0.094,0.93,0.006,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M15990.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M15996.metal.pos.txt.gz.tab.sumstats.gz,0.054,0.093,0.581,0.561,0.137,0.057,0.908,0.006,0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M16634.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.007,0.066,1.017,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M16816.metal.pos.txt.gz.tab.sumstats.gz,0.062,0.176,0.351,0.725,0.093,0.109,1.004,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M16818.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.011,0.055,0.955,0.006,-0.011,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M16821.metal.pos.txt.gz.tab.sumstats.gz,0.207,0.096,2.147,0.032,0.17,0.074,1.022,0.007,-0.011,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M16822.metal.pos.txt.gz.tab.sumstats.gz,0.15,0.115,1.302,0.193,0.144,0.072,1.01,0.006,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M16823.metal.pos.txt.gz.tab.sumstats.gz,-0.147,0.18,-0.815,0.415,0.125,0.141,1.001,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M16.ukbb.sumstats.gz,0.157,0.055,2.855,0.004,0.011,0.002,1.011,0.008,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M17805.metal.pos.txt.gz.tab.sumstats.gz,0.024,0.091,0.262,0.793,0.149,0.061,0.946,0.006,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M17807.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.013,0.059,1.03,0.006,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M17945.metal.pos.txt.gz.tab.sumstats.gz,0.009,0.054,0.169,0.865,0.464,0.07,1.023,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M17.ukbb.sumstats.gz,0.211,0.051,4.16,3.19E-05,0.014,0.002,1.006,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M18283.metal.pos.txt.gz.tab.sumstats.gz,0.441,0.479,0.92,0.358,0.042,0.076,0.992,0.006,-0.014,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M18349.metal.pos.txt.gz.tab.sumstats.gz,0.038,0.069,0.552,0.581,0.355,0.07,1.012,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M18357.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M18369.metal.pos.txt.gz.tab.sumstats.gz,0.149,0.075,1.981,0.048,0.263,0.066,1.027,0.007,6.38E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M18467.metal.pos.txt.gz.tab.sumstats.gz,-0.016,0.244,-0.067,0.946,0.024,0.058,0.918,0.006,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M18474.metal.pos.txt.gz.tab.sumstats.gz,-0.361,0.818,-0.441,0.659,0.134,0.424,0.999,0.006,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M18476.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M18477.metal.pos.txt.gz.tab.sumstats.gz,0.303,0.701,0.433,0.665,0.123,0.319,0.984,0.007,-0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M18494.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M18497.metal.pos.txt.gz.tab.sumstats.gz,0.105,0.166,0.633,0.526,0.099,0.12,0.999,0.007,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M18929.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.209,0.059,1.021,0.006,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M19323.metal.pos.txt.gz.tab.sumstats.gz,0.112,0.163,0.685,0.493,0.057,0.058,0.948,0.006,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M19324.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.093,0.057,0.942,0.006,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M19362.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M19364.metal.pos.txt.gz.tab.sumstats.gz,0.018,0.084,0.217,0.828,0.239,0.068,1.013,0.007,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M19368.metal.pos.txt.gz.tab.sumstats.gz,0.122,0.112,1.088,0.277,0.131,0.068,1.007,0.006,-0.014,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M19396.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.135,0.055,0.929,0.005,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M19414.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.094,0.088,1.009,0.006,-0.012,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M19415.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.039,0.1,0.929,0.007,-0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M19934.metal.pos.txt.gz.tab.sumstats.gz,0.004,0.056,0.069,0.945,0.481,0.071,1.031,0.007,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M20489.metal.pos.txt.gz.tab.sumstats.gz,-0.027,0.123,-0.22,0.826,0.093,0.062,1.038,0.006,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M20675.metal.pos.txt.gz.tab.sumstats.gz,0.07,0.073,0.961,0.337,0.418,0.175,1.02,0.013,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M20.ukbb.sumstats.gz,0.022,0.061,0.356,0.722,0.01,0.002,1,0.007,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M21044.metal.pos.txt.gz.tab.sumstats.gz,0.259,0.13,1.99,0.047,0.11,0.059,1.009,0.006,-0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M21047.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.233,0.053,1.014,0.006,-0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M21049.metal.pos.txt.gz.tab.sumstats.gz,0.16,0.129,1.233,0.218,0.216,0.129,0.988,0.006,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M21127.metal.pos.txt.gz.tab.sumstats.gz,0.132,0.072,1.837,0.066,0.345,0.071,1.005,0.007,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M21184.metal.pos.txt.gz.tab.sumstats.gz,0.146,0.466,0.314,0.754,0.024,0.077,1.008,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M21188.metal.pos.txt.gz.tab.sumstats.gz,0.116,0.105,1.097,0.273,0.181,0.074,1.021,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M21630.metal.pos.txt.gz.tab.sumstats.gz,0.06,0.073,0.821,0.412,0.27,0.079,1.02,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M21.ukbb.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M22030.metal.pos.txt.gz.tab.sumstats.gz,-0.008,0.067,-0.115,0.909,0.368,0.079,1.012,0.007,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M22032.metal.pos.txt.gz.tab.sumstats.gz,0.199,0.269,0.738,0.461,0.045,0.074,1.005,0.006,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M22116.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.097,0.058,1.015,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M22130.metal.pos.txt.gz.tab.sumstats.gz,0.067,0.188,0.358,0.721,0.063,0.082,1.021,0.006,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M22138.metal.pos.txt.gz.tab.sumstats.gz,0.018,0.119,0.149,0.882,0.183,0.104,0.997,0.006,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M22175.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.097,0.107,1.009,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M22177.metal.pos.txt.gz.tab.sumstats.gz,-0.033,0.046,-0.718,0.473,0.716,0.075,1.037,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M22189.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.029,0.074,0.951,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M22481.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.257,0.056,1.025,0.006,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M22548.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.128,0.054,1.025,0.006,-0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M22649.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.17,0.071,0.988,0.007,0.009,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M22842.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.054,0.073,1.009,0.006,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M23.ukbb.sumstats.gz,0.032,0.058,0.552,0.581,0.008,0.002,1.004,0.007,0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M24074.metal.pos.txt.gz.tab.sumstats.gz,0.123,0.087,1.424,0.154,0.194,0.062,1.018,0.006,-0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M24.ukbb.sumstats.gz,0.205,0.103,1.99,0.047,0.003,0.001,0.988,0.006,-0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M25459.metal.pos.txt.gz.tab.sumstats.gz,0.074,0.074,1.001,0.317,0.252,0.066,1.026,0.007,-0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M25599.metal.pos.txt.gz.tab.sumstats.gz,0.193,0.088,2.183,0.029,0.219,0.073,1.011,0.007,-0.011,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M25.ukbb.sumstats.gz,0.532,0.353,1.507,0.132,0.001,0.001,1.015,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M27256.metal.pos.txt.gz.tab.sumstats.gz,0.033,0.073,0.455,0.649,0.294,0.068,1.039,0.007,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M27273.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.153,0.06,0.994,0.007,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M27278.metal.pos.txt.gz.tab.sumstats.gz,-0.115,0.15,-0.766,0.444,0.057,0.067,1.014,0.007,-0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M27447.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.057,0.167,1.002,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M27513.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.006,0.064,1.022,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M27531.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.023,0.078,1.008,0.006,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M27672.metal.pos.txt.gz.tab.sumstats.gz,0.009,0.088,0.105,0.916,0.186,0.056,0.943,0.006,-0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M27710.metal.pos.txt.gz.tab.sumstats.gz,-0.008,0.131,-0.06,0.952,0.121,0.078,1.012,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M27716.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M27718.metal.pos.txt.gz.tab.sumstats.gz,0.049,0.1,0.492,0.623,0.172,0.06,0.872,0.005,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M27722.metal.pos.txt.gz.tab.sumstats.gz,0.187,0.179,1.047,0.295,0.065,0.058,0.927,0.006,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M27738.metal.pos.txt.gz.tab.sumstats.gz,0.005,0.088,0.057,0.955,0.189,0.061,0.936,0.006,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M30805.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.031,0.076,1,0.007,0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M31453.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.042,0.062,1.007,0.006,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M31522.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.482,0.252,1.005,0.007,0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M31536.metal.pos.txt.gz.tab.sumstats.gz,0.093,0.237,0.393,0.694,0.464,0.795,0.998,0.006,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M31548.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.109,0.075,1.009,0.007,0.014,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M31555.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.013,0.067,0.997,0.007,-0.011,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M31591.metal.pos.txt.gz.tab.sumstats.gz,-0.123,0.182,-0.678,0.498,0.199,0.15,1.002,0.009,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M31787.metal.pos.txt.gz.tab.sumstats.gz,-0.187,0.257,-0.728,0.467,0.043,0.067,1.009,0.008,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32197.metal.pos.txt.gz.tab.sumstats.gz,0.2,0.085,2.359,0.018,0.235,0.065,1.025,0.006,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32198.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.238,0.082,1.021,0.008,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32315.metal.pos.txt.gz.tab.sumstats.gz,-0.115,0.157,-0.729,0.466,0.066,0.062,1.007,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32319.metal.pos.txt.gz.tab.sumstats.gz,0.278,1.918,0.145,0.885,0.01,0.047,0.918,0.006,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32322.metal.pos.txt.gz.tab.sumstats.gz,0.039,0.092,0.425,0.671,0.158,0.057,0.933,0.006,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32328.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M32338.metal.pos.txt.gz.tab.sumstats.gz,-0.065,0.065,-0.999,0.318,0.369,0.112,1.016,0.006,-0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M32339.metal.pos.txt.gz.tab.sumstats.gz,0.012,0.054,0.229,0.819,0.53,0.07,1.012,0.007,-0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M32346.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.021,0.065,1.009,0.006,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32348.metal.pos.txt.gz.tab.sumstats.gz,0.071,0.061,1.17,0.242,0.405,0.07,1.017,0.008,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32379.metal.pos.txt.gz.tab.sumstats.gz,0.097,0.246,0.394,0.694,0.031,0.068,1.007,0.007,-0.009,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M32388.metal.pos.txt.gz.tab.sumstats.gz,0.243,0.168,1.449,0.147,0.083,0.065,0.935,0.005,-0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M32393.metal.pos.txt.gz.tab.sumstats.gz,0.257,0.255,1.008,0.314,0.046,0.057,1.025,0.006,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32405.metal.pos.txt.gz.tab.sumstats.gz,-0.118,0.108,-1.098,0.272,0.133,0.065,0.909,0.007,-3.85E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32412.metal.pos.txt.gz.tab.sumstats.gz,0.043,0.054,0.809,0.418,0.56,0.491,1,0.019,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32418.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.021,0.062,1.015,0.006,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32425.metal.pos.txt.gz.tab.sumstats.gz,-0.11,0.187,-0.587,0.557,0.05,0.066,1.023,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32452.metal.pos.txt.gz.tab.sumstats.gz,0.067,0.092,0.723,0.47,0.2,0.09,1.019,0.008,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32489.metal.pos.txt.gz.tab.sumstats.gz,-0.008,0.058,-0.137,0.891,0.478,0.072,1.034,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32492.metal.pos.txt.gz.tab.sumstats.gz,0.01,0.054,0.193,0.847,0.515,0.074,1.022,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32497.metal.pos.txt.gz.tab.sumstats.gz,-0.06,0.076,-0.79,0.43,0.277,0.1,1.005,0.008,-6.91E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32504.metal.pos.txt.gz.tab.sumstats.gz,0.022,0.107,0.203,0.839,0.122,0.061,0.949,0.006,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32518.metal.pos.txt.gz.tab.sumstats.gz,-0.081,0.069,-1.178,0.239,0.321,0.073,1.034,0.007,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32549.metal.pos.txt.gz.tab.sumstats.gz,-0.144,0.094,-1.526,0.127,0.149,0.083,0.997,0.007,-0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M32553.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.059,0.06,1.011,0.006,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32557.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M32560.metal.pos.txt.gz.tab.sumstats.gz,0.041,0.156,0.259,0.796,0.225,0.222,0.997,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32564.metal.pos.txt.gz.tab.sumstats.gz,-0.151,0.208,-0.728,0.467,0.053,0.066,1,0.007,-6.33E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32578.metal.pos.txt.gz.tab.sumstats.gz,0.299,0.325,0.919,0.358,0.039,0.062,1.02,0.006,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32586.metal.pos.txt.gz.tab.sumstats.gz,0.088,0.113,0.779,0.436,0.336,0.276,0.955,0.017,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32587.metal.pos.txt.gz.tab.sumstats.gz,-0.155,0.09,-1.724,0.085,0.181,0.069,0.904,0.006,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M32593.metal.pos.txt.gz.tab.sumstats.gz,0.291,0.183,1.591,0.112,0.1,0.072,1.001,0.006,-0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M32616.metal.pos.txt.gz.tab.sumstats.gz,0.167,0.146,1.145,0.252,0.083,0.063,0.984,0.007,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M32632.metal.pos.txt.gz.tab.sumstats.gz,-0.248,0.153,-1.62,0.105,0.161,0.08,1.021,0.008,0,0.005
